"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","market_segment","reserved_room_type","customer_type","adr","total_of_special_requests"
"City Hotel",0,11,2016,"December",53,27,0,1,2,2,0,"BB","Direct","F","Transient",209,0
"City Hotel",0,163,2016,"December",53,26,1,2,3,0,0,"BB","Online TA","D","Transient",122.4,2
"City Hotel",0,163,2016,"December",53,26,1,2,3,0,0,"BB","Online TA","D","Transient",122.4,2
"City Hotel",0,1,2016,"December",53,29,0,2,3,0,0,"BB","Online TA","D","Transient",188,1
"City Hotel",0,1,2016,"December",53,29,0,2,2,0,0,"SC","Online TA","A","Transient",120,1
"City Hotel",0,36,2016,"December",53,30,0,1,2,2,0,"BB","Online TA","F","Transient",206,0
"City Hotel",0,23,2016,"December",53,30,0,1,3,0,0,"BB","Online TA","D","Transient",188,2
"City Hotel",0,23,2016,"December",53,30,0,2,2,0,0,"BB","Online TA","D","Transient",148,2
"City Hotel",0,1,2016,"December",53,31,1,1,1,0,0,"BB","Direct","D","Transient",172.8,0
"City Hotel",0,0,2017,"January",1,3,0,2,2,0,0,"BB","Direct","D","Transient",108,0
"City Hotel",0,5,2017,"January",1,1,2,0,2,0,0,"BB","Direct","D","Transient",110.25,1
"City Hotel",0,88,2017,"January",1,2,1,1,2,2,0,"BB","Online TA","G","Transient",168.33,1
"City Hotel",0,50,2017,"January",1,3,0,1,2,0,0,"BB","Direct","A","Transient",79.2,0
"City Hotel",0,42,2016,"December",53,29,2,5,2,0,0,"BB","Direct","E","Transient",146.29,0
"City Hotel",0,0,2017,"January",1,2,1,2,1,0,0,"BB","Direct","D","Transient",109.33,0
"City Hotel",0,40,2017,"January",1,3,0,3,2,0,0,"SC","Online TA","A","Transient",67.76,1
"City Hotel",0,12,2017,"January",1,3,0,3,1,0,0,"BB","Online TA","A","Transient",90.1,1
"City Hotel",0,3,2017,"January",1,5,0,3,1,0,0,"BB","Online TA","A","Transient",90.1,1
"City Hotel",0,22,2017,"January",1,7,0,1,2,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,32,2017,"January",1,4,0,4,2,0,0,"BB","Online TA","A","Transient",68.07,1
"City Hotel",0,21,2017,"January",1,6,0,2,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,75,2017,"January",2,8,2,1,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,75,2017,"January",2,8,2,1,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,75,2017,"January",2,8,2,1,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,75,2017,"January",2,8,2,1,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,75,2017,"January",2,8,2,1,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,0,2017,"January",2,9,1,1,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,10,2017,"January",2,8,2,1,1,0,0,"BB","Groups","D","Transient-Party",69,2
"City Hotel",0,75,2017,"January",2,8,2,1,1,0,0,"BB","Groups","D","Transient-Party",67,0
"City Hotel",0,10,2017,"January",2,8,2,1,1,0,0,"BB","Groups","D","Transient-Party",69,2
"City Hotel",0,75,2017,"January",2,8,2,1,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,75,2017,"January",2,8,2,1,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,75,2017,"January",2,8,2,1,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,75,2017,"January",2,8,2,1,2,0,0,"BB","Groups","D","Transient-Party",78,2
"City Hotel",0,75,2017,"January",2,8,2,1,2,0,0,"BB","Groups","D","Transient-Party",67,0
"City Hotel",0,343,2017,"January",2,9,1,2,2,0,0,"SC","Online TA","A","Transient",71.1,3
"City Hotel",0,74,2017,"January",1,7,2,3,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,27,2017,"January",2,12,0,2,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,74,2017,"January",1,7,2,3,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,0,2017,"January",2,9,1,2,1,0,0,"SC","Online TA","A","Transient",53.52,0
"City Hotel",0,74,2017,"January",1,7,2,3,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,74,2017,"January",1,7,2,3,2,1,0,"BB","Groups","D","Transient-Party",108,3
"City Hotel",0,74,2017,"January",1,7,2,3,1,0,0,"BB","Groups","D","Transient-Party",67,2
"City Hotel",0,35,2017,"January",2,12,0,1,3,0,0,"SC","Online TA","A","Transient",100.4,1
"City Hotel",0,87,2017,"January",2,12,0,1,2,0,0,"SC","Online TA","A","Transient",88.2,1
"City Hotel",0,10,2017,"January",2,13,1,2,2,0,0,"BB","Online TA","A","Transient",85.29,0
"City Hotel",0,1,2017,"January",2,14,2,1,1,0,0,"SC","Online TA","A","Transient",69.7,1
"City Hotel",0,33,2017,"January",2,14,2,6,2,0,0,"BB","Online TA","D","Transient",72.12,1
"City Hotel",0,34,2017,"January",2,14,3,6,1,0,0,"BB","Online TA","A","Transient",62.83,1
"City Hotel",0,15,2017,"January",3,20,2,2,2,0,0,"SC","Online TA","A","Transient",64.31,1
"City Hotel",0,9,2017,"January",3,21,2,2,1,0,0,"BB","Offline TA/TO","A","Transient-Party",65,0
"City Hotel",0,9,2017,"January",3,21,2,2,1,0,0,"BB","Offline TA/TO","A","Transient-Party",65,0
"City Hotel",0,9,2017,"January",3,21,2,2,1,0,0,"BB","Offline TA/TO","A","Transient-Party",65,0
"City Hotel",0,8,2017,"January",4,27,0,1,1,0,0,"SC","Online TA","A","Transient",0,2
"City Hotel",0,48,2017,"January",4,25,0,2,1,0,0,"SC","Online TA","A","Transient",54.05,1
"City Hotel",0,7,2017,"January",4,26,0,3,1,0,0,"SC","Online TA","A","Transient",57.05,0
"City Hotel",0,0,2017,"January",5,31,0,1,1,0,0,"BB","Direct","A","Transient",93,0
"City Hotel",0,240,2017,"February",5,1,0,1,2,0,0,"SC","Online TA","A","Transient",79.2,2
"City Hotel",0,2,2017,"February",5,1,0,1,1,0,0,"SC","Online TA","A","Transient",88,1
"City Hotel",0,23,2017,"February",5,2,0,0,2,0,0,"BB","Online TA","A","Transient",0,1
"City Hotel",0,13,2017,"February",6,7,0,2,2,0,0,"BB","Online TA","A","Transient",85.46,3
"City Hotel",0,1,2017,"February",6,9,0,1,1,0,0,"SC","Online TA","A","Transient",57.06,1
"City Hotel",0,23,2017,"January",5,29,4,9,1,0,0,"SC","Online TA","A","Transient",43.53,1
"City Hotel",0,12,2017,"February",6,11,1,1,2,0,0,"BB","Online TA","A","Transient",108,2
"City Hotel",0,22,2017,"February",7,13,1,0,2,0,0,"SC","Direct","A","Transient",88,0
"City Hotel",0,15,2017,"February",7,13,1,3,2,0,0,"BB","Direct","G","Transient",223,1
"City Hotel",0,32,2017,"February",7,14,0,4,2,0,1,"SC","Online TA","A","Transient",57.6,1
"City Hotel",0,2,2017,"February",7,17,0,2,2,0,0,"SC","Online TA","A","Transient",99,0
"City Hotel",0,10,2017,"February",7,12,3,5,2,0,0,"BB","Direct","G","Transient",222,0
"City Hotel",0,50,2017,"February",7,16,1,3,2,0,0,"BB","Online TA","A","Transient",65.91,1
"City Hotel",0,2,2017,"February",7,17,2,3,1,0,0,"SC","Online TA","A","Transient",78.54,0
"City Hotel",0,2,2017,"February",7,18,2,2,2,0,0,"SC","Online TA","A","Transient",59.4,0
"City Hotel",0,18,2017,"February",8,23,0,1,3,0,0,"BB","Online TA","D","Transient",158,0
"City Hotel",0,0,2017,"February",8,23,0,1,1,0,0,"SC","Online TA","A","Transient",58.31,0
"City Hotel",0,1,2017,"February",8,23,0,2,2,0,0,"SC","Online TA","A","Transient",83,0
"City Hotel",0,1,2017,"February",8,24,0,1,2,0,0,"SC","Online TA","A","Transient",51.66,0
"City Hotel",0,16,2017,"February",8,22,0,4,2,0,0,"BB","Online TA","D","Transient",100.73,1
"City Hotel",0,0,2017,"February",8,25,0,1,2,0,0,"SC","Online TA","A","Transient",64.95,0
"City Hotel",0,11,2017,"January",3,15,13,30,0,0,0,"SC","Online TA","A","Transient",0,0
"City Hotel",0,3,2017,"February",9,27,1,0,1,0,0,"SC","Online TA","A","Transient",62.4,0
"City Hotel",0,0,2017,"February",9,26,2,0,2,0,0,"SC","Online TA","A","Transient",58.31,0
"City Hotel",0,154,2017,"March",9,1,0,1,2,0,0,"BB","Online TA","A","Transient",93.6,2
"City Hotel",0,1,2017,"March",9,2,0,1,1,0,0,"SC","Direct","A","Transient",88,1
"City Hotel",0,48,2017,"March",9,2,0,1,2,0,0,"BB","Direct","A","Transient",77,0
"City Hotel",0,0,2017,"March",9,3,0,1,1,0,0,"SC","Direct","A","Transient",88,0
"City Hotel",0,235,2017,"March",9,3,0,1,2,0,0,"SC","Online TA","A","Transient",60.98,1
"City Hotel",0,23,2017,"March",9,2,0,3,1,0,0,"SC","Online TA","A","Transient",88,1
"City Hotel",0,27,2017,"March",9,3,1,2,2,0,0,"BB","Online TA","A","Transient",108,0
"City Hotel",0,15,2017,"March",9,2,1,3,1,0,0,"SC","Online TA","A","Transient",74.8,1
"City Hotel",0,11,2017,"March",10,5,2,0,2,0,0,"BB","Online TA","A","Transient",95.4,0
"City Hotel",0,286,2017,"March",9,4,2,1,2,0,0,"BB","Online TA","A","Transient",63.06,1
"City Hotel",0,22,2017,"March",9,4,2,2,2,2,0,"BB","Direct","G","Transient",223,0
"City Hotel",0,226,2017,"March",10,7,0,2,2,0,0,"BB","Offline TA/TO","A","Transient",72,0
"City Hotel",0,103,2017,"March",10,5,2,2,2,0,0,"BB","Online TA","A","Transient",72.94,0
"City Hotel",0,103,2017,"March",10,5,2,2,1,0,0,"BB","Online TA","A","Transient",64.14,0
"City Hotel",0,0,2017,"March",10,8,0,1,1,0,0,"SC","Online TA","A","Transient",64.95,0
"City Hotel",0,23,2017,"March",10,9,0,1,1,0,0,"SC","Online TA","A","Transient",88,0
"City Hotel",0,22,2017,"March",10,11,0,1,1,0,0,"BB","Corporate","A","Transient",85,0
"City Hotel",0,2,2017,"March",10,11,0,1,2,0,0,"SC","Online TA","A","Transient",78.4,0
"City Hotel",0,0,2017,"March",10,7,0,5,1,0,0,"BB","Direct","D","Transient",90,0
"City Hotel",0,7,2017,"March",10,6,1,5,2,0,0,"BB","Online TA","D","Transient",137.13,0
"City Hotel",0,57,2017,"March",10,11,0,1,2,0,0,"BB","Online TA","A","Transient",108,0
"City Hotel",0,49,2017,"March",10,10,1,2,2,0,0,"BB","Online TA","A","Transient",86.76,1
"City Hotel",0,15,2017,"March",11,14,0,1,1,0,0,"BB","Online TA","D","Transient",90.4,0
"City Hotel",0,52,2017,"March",11,12,2,2,2,0,0,"BB","Online TA","D","Transient",100.3,1
"City Hotel",0,30,2017,"March",11,14,0,2,1,0,0,"BB","Online TA","E","Transient",153,0
"City Hotel",0,38,2017,"March",11,16,0,1,1,1,0,"SC","Online TA","A","Transient",98,0
"City Hotel",0,0,2017,"March",11,16,0,1,1,0,0,"BB","Direct","A","Transient",103,0
"City Hotel",0,71,2017,"March",11,17,0,1,2,0,0,"SC","Online TA","A","Transient",60.98,1
"City Hotel",0,72,2017,"March",11,15,0,3,2,0,0,"BB","Direct","A","Transient",79.2,2
"City Hotel",0,1,2017,"March",11,16,0,2,2,0,0,"SC","Online TA","A","Transient",76.44,0
"City Hotel",0,51,2017,"March",10,11,2,6,2,0,0,"SC","Online TA","A","Transient",57.6,0
"City Hotel",0,6,2017,"March",11,18,0,1,2,0,0,"SC","Online TA","A","Transient",98,0
"City Hotel",0,110,2017,"March",11,18,1,1,2,0,0,"BB","Online TA","D","Transient",106.2,2
"City Hotel",0,25,2017,"March",12,19,2,0,2,0,0,"BB","Direct","E","Transient",143,0
"City Hotel",0,51,2017,"March",12,19,2,0,2,0,0,"SC","Online TA","A","Transient",79.2,0
"City Hotel",0,59,2017,"March",12,20,1,1,2,0,0,"BB","Online TA","D","Transient",106.2,2
"City Hotel",0,43,2017,"March",12,20,1,1,2,0,0,"BB","Direct","D","Transient",141.7,1
"City Hotel",0,25,2017,"March",12,19,2,2,2,0,0,"HB","Offline TA/TO","D","Transient",106.08,0
"City Hotel",0,1,2017,"March",12,22,0,1,2,0,0,"SC","Online TA","A","Transient",65.6,0
"City Hotel",0,93,2017,"March",12,21,0,4,2,0,0,"BB","Online TA","A","Transient",91.93,1
"City Hotel",0,113,2017,"March",12,19,2,4,2,0,0,"BB","Online TA","A","Transient",70.68,1
"City Hotel",0,0,2017,"March",13,28,0,1,1,0,0,"BB","Online TA","G","Transient",108,2
"City Hotel",0,0,2017,"June",24,13,0,2,1,0,0,"BB","Online TA","D","Transient",150,1
"City Hotel",1,31,2017,"July",29,16,2,0,1,0,0,"BB","Direct","A","Transient",135,2
"City Hotel",0,112,2017,"March",13,26,2,1,2,0,0,"BB","Online TA","A","Transient",97.2,2
"City Hotel",0,14,2017,"March",13,28,0,1,2,0,0,"BB","Online TA","D","Transient",128,0
"City Hotel",0,88,2017,"March",13,31,0,1,2,0,0,"BB","Direct","A","Transient",88.2,1
"City Hotel",0,116,2017,"March",13,30,0,2,3,0,0,"BB","Online TA","D","Transient",142.2,2
"City Hotel",0,9,2017,"April",14,2,1,0,2,0,0,"SC","Online TA","A","Transient",100.2,0
"City Hotel",0,159,2017,"March",13,31,2,2,2,0,0,"SC","Online TA","A","Transient",71.57,1
"City Hotel",0,74,2017,"April",14,3,1,3,2,0,0,"BB","Online TA","D","Transient",97.02,0
"City Hotel",0,74,2017,"April",14,3,1,3,2,0,0,"BB","Online TA","D","Transient",97.02,0
"City Hotel",0,65,2017,"April",14,2,2,4,2,0,0,"SC","Online TA","A","Transient",76.23,1
"City Hotel",0,14,2017,"April",14,7,0,1,2,0,0,"BB","Direct","A","Transient",138,0
"City Hotel",0,91,2017,"April",14,5,0,4,1,0,0,"SC","Online TA","A","Transient",69.3,1
"City Hotel",0,81,2017,"April",14,5,0,4,2,0,0,"BB","Online TA","D","Transient",127.8,1
"City Hotel",0,1,2017,"April",14,7,1,2,2,0,0,"SC","Online TA","A","Transient",120,1
"City Hotel",0,116,2017,"April",15,9,2,0,3,0,0,"BB","Online TA","D","Transient",166.5,3
"City Hotel",0,30,2017,"April",14,8,2,1,2,0,0,"BB","Online TA","E","Transient",180,0
"City Hotel",0,102,2017,"April",15,9,2,1,2,0,0,"BB","Online TA","A","Transient",117,0
"City Hotel",0,202,2017,"April",15,9,2,1,3,0,0,"BB","Online TA","D","Transient",149.4,2
"City Hotel",0,202,2017,"April",15,9,2,1,0,2,0,"BB","Online TA","B","Transient",103.05,1
"City Hotel",0,202,2017,"April",15,9,2,1,3,0,0,"BB","Online TA","D","Transient",158.4,2
"City Hotel",0,202,2017,"April",15,9,2,1,2,0,0,"BB","Online TA","B","Transient",215.1,1
"City Hotel",0,0,2017,"April",15,10,1,2,2,0,0,"BB","Direct","A","Transient",162.67,1
"City Hotel",0,50,2017,"April",15,13,0,1,2,0,0,"SC","Online TA","A","Transient",108,1
"City Hotel",0,50,2017,"April",15,13,0,1,2,0,0,"SC","Online TA","A","Transient",108,1
"City Hotel",0,66,2017,"April",15,11,0,3,3,0,0,"BB","Online TA","G","Transient",253.33,2
"City Hotel",0,70,2017,"April",15,11,0,3,3,0,0,"HB","Online TA","E","Transient",192,3
"City Hotel",0,9,2017,"April",15,13,0,3,2,0,0,"BB","Online TA","E","Transient",210,1
"City Hotel",0,34,2017,"April",15,15,0,1,3,0,0,"BB","Direct","D","Transient",185,0
"City Hotel",0,1,2017,"April",15,15,0,1,2,0,0,"SC","Online TA","A","Transient",121.59,1
"City Hotel",0,34,2017,"April",15,15,1,1,2,0,0,"SC","Online TA","A","Transient",120,1
"City Hotel",0,11,2017,"April",15,14,2,2,2,0,0,"SC","Online TA","A","Transient",106,1
"City Hotel",0,177,2017,"April",15,15,2,1,2,0,0,"HB","Groups","A","Transient-Party",105.33,1
"City Hotel",0,177,2017,"April",15,15,2,1,2,0,0,"HB","Groups","A","Transient-Party",105.33,1
"City Hotel",0,83,2017,"April",16,18,0,1,2,0,0,"SC","Online TA","A","Transient",108,1
"City Hotel",0,1,2017,"April",16,18,0,1,2,1,0,"BB","Online TA","A","Transient",160,1
"City Hotel",0,64,2017,"April",16,17,1,2,2,0,0,"SC","Online TA","A","Transient",108,3
"City Hotel",0,83,2017,"April",16,17,1,2,1,0,0,"SC","Online TA","A","Transient",72.42,0
"City Hotel",0,71,2017,"April",16,17,1,2,3,0,0,"BB","Online TA","D","Transient",171,2
"City Hotel",0,257,2017,"April",15,13,2,6,2,2,0,"BB","Online TA","B","Transient",201.66,1
"City Hotel",0,255,2017,"April",15,13,2,6,0,2,0,"BB","Online TA","B","Transient",101.7,1
"City Hotel",0,28,2017,"April",16,21,0,1,1,0,0,"BB","Direct","A","Transient",93.5,0
"City Hotel",0,28,2017,"April",16,21,0,1,1,0,0,"BB","Direct","A","Transient",93.5,0
"City Hotel",0,25,2017,"April",16,21,0,1,2,0,0,"BB","Direct","D","Transient",148,0
"City Hotel",0,75,2017,"April",16,21,1,2,3,0,0,"BB","Online TA","D","Transient",171,1
"City Hotel",0,130,2017,"April",16,22,2,2,2,0,0,"SC","Offline TA/TO","A","Transient",89,1
"City Hotel",0,74,2017,"April",17,24,1,1,3,0,0,"BB","Online TA","D","Transient",171,0
"City Hotel",0,130,2017,"April",16,22,2,2,2,0,0,"SC","Offline TA/TO","A","Transient",89,1
"City Hotel",0,73,2017,"April",17,23,2,1,2,0,0,"BB","Direct","A","Transient",108,0
"City Hotel",0,73,2017,"April",17,23,2,1,2,0,0,"BB","Direct","A","Transient",108,0
"City Hotel",0,279,2017,"April",17,24,1,2,1,0,0,"BB","Online TA","A","Transient",109.8,1
"City Hotel",0,40,2017,"April",17,26,0,2,2,0,0,"BB","Online TA","E","Transient",174,3
"City Hotel",0,317,2017,"April",17,25,0,3,2,0,0,"BB","Online TA","A","Transient",118.8,2
"City Hotel",0,26,2017,"April",17,27,0,1,1,0,0,"SC","Online TA","A","Transient",115,3
"City Hotel",0,79,2017,"April",17,26,0,3,3,0,0,"BB","Online TA","D","Transient",171,0
"City Hotel",0,153,2017,"April",17,27,0,2,2,0,0,"BB","Direct","A","Transient",96.25,0
"City Hotel",0,21,2017,"April",17,29,0,1,2,0,0,"SC","Online TA","A","Transient",115,2
"City Hotel",0,21,2017,"April",17,29,0,1,2,0,0,"SC","Online TA","A","Transient",115,2
"City Hotel",0,128,2017,"April",18,30,1,0,2,0,0,"BB","Direct","F","Transient",200,0
"City Hotel",0,134,2017,"April",18,30,1,0,2,0,0,"BB","Direct","E","Transient",144,0
"City Hotel",0,325,2017,"May",18,1,1,0,1,0,0,"BB","Direct","A","Transient",93.5,1
"City Hotel",0,327,2017,"May",18,2,0,2,1,0,0,"BB","Direct","A","Group",93.5,1
"City Hotel",0,325,2017,"May",18,1,1,0,1,0,0,"BB","Direct","A","Transient",93.5,0
"City Hotel",0,327,2017,"May",18,2,0,2,1,0,0,"BB","Direct","A","Group",93.5,0
"City Hotel",0,166,2017,"May",18,1,1,1,2,0,0,"SC","Online TA","A","Transient",99,2
"City Hotel",0,47,2017,"May",18,2,0,1,2,0,0,"SC","Offline TA/TO","A","Transient",80.1,0
"City Hotel",0,256,2017,"May",18,2,0,1,2,0,0,"SC","Online TA","A","Transient",110,1
"City Hotel",0,96,2017,"May",18,1,1,1,2,0,0,"BB","Direct","A","Transient",105,2
"City Hotel",0,18,2017,"April",18,30,2,1,2,0,0,"BB","Direct","A","Transient",184,1
"City Hotel",0,104,2017,"April",18,30,2,1,1,0,0,"BB","Online TA","A","Transient",105,0
"City Hotel",0,104,2017,"April",18,30,2,1,2,0,0,"BB","Online TA","A","Transient",123,0
"City Hotel",0,72,2017,"May",18,1,1,2,1,0,0,"SC","Online TA","A","Transient",79.2,0
"City Hotel",0,0,2017,"May",18,2,0,2,1,0,0,"SC","Offline TA/TO","E","Transient",190,1
"City Hotel",0,14,2017,"May",18,3,0,2,1,0,0,"BB","Online TA","A","Transient",140,2
"City Hotel",0,8,2017,"May",18,2,0,3,2,0,0,"BB","Online TA","D","Transient",180,1
"City Hotel",0,8,2017,"May",18,4,0,2,2,0,0,"BB","Online TA","G","Transient",290,1
"City Hotel",0,82,2017,"May",18,3,0,3,2,0,0,"SC","Online TA","A","Transient",108,1
"City Hotel",0,4,2017,"May",18,5,0,1,2,0,0,"BB","Online TA","G","Transient",232,1
"City Hotel",0,82,2017,"May",18,3,0,3,2,0,0,"SC","Online TA","A","Transient",108,1
"City Hotel",0,15,2017,"May",18,5,0,1,2,0,0,"SC","Online TA","A","Transient",120,1
"City Hotel",0,83,2017,"May",18,3,0,4,2,0,0,"BB","Online TA","D","Transient",98.76,1
"City Hotel",0,160,2017,"May",18,3,0,4,2,0,0,"BB","Direct","D","Transient",118.13,0
"City Hotel",0,38,2017,"May",18,5,0,2,1,0,0,"BB","Online TA","D","Transient",179,1
"City Hotel",0,38,2017,"May",18,5,0,2,2,0,0,"BB","Online TA","E","Transient",209,1
"City Hotel",0,68,2017,"May",18,4,0,3,3,0,0,"BB","Online TA","E","Transient",216,1
"City Hotel",0,340,2017,"May",18,6,2,1,2,0,0,"SC","Online TA","A","Transient",99,3
"City Hotel",0,59,2017,"May",19,8,1,1,2,0,0,"SC","Online TA","A","Transient",125.8,1
"City Hotel",0,1,2017,"May",19,9,0,1,2,0,0,"BB","Direct","A","Transient",130,0
"City Hotel",0,112,2017,"May",19,11,0,1,2,0,0,"BB","Online TA","A","Transient",126,0
"City Hotel",0,155,2017,"May",19,12,0,1,2,0,0,"BB","Online TA","A","Transient",144,1
"City Hotel",0,161,2017,"May",19,7,2,4,2,0,0,"BB","Online TA","A","Transient",136.17,3
"City Hotel",0,34,2017,"May",19,12,0,1,2,0,0,"SC","Online TA","A","Transient",180,2
"City Hotel",0,34,2017,"May",19,12,0,1,2,0,0,"SC","Online TA","A","Transient",180,2
"City Hotel",0,22,2017,"May",19,12,0,1,2,0,0,"HB","Direct","D","Transient",245,1
"City Hotel",0,93,2017,"May",19,13,0,1,2,0,0,"BB","Direct","D","Transient",148.5,1
"City Hotel",0,22,2017,"May",19,12,0,1,2,0,0,"HB","Direct","D","Transient",245,1
"City Hotel",0,93,2017,"May",19,13,0,1,2,0,0,"BB","Direct","D","Transient",148.5,1
"City Hotel",0,9,2017,"May",19,12,1,2,1,0,0,"SC","Online TA","A","Transient",160,1
"City Hotel",0,90,2017,"May",20,14,2,0,2,0,0,"BB","Direct","A","Transient",117,0
"City Hotel",0,23,2017,"May",19,13,2,1,2,0,0,"BB","Direct","A","Transient",138,0
"City Hotel",0,90,2017,"May",20,14,2,0,2,0,0,"BB","Direct","A","Transient",117,0
"City Hotel",0,13,2017,"May",20,15,1,0,1,0,0,"SC","Direct","A","Transient",120,0
"City Hotel",0,0,2017,"May",20,15,1,0,1,0,0,"SC","Online TA","A","Transient",88.56,0
"City Hotel",0,68,2017,"May",20,14,2,1,1,0,0,"BB","Groups","A","Transient-Party",110,0
"City Hotel",0,68,2017,"May",20,14,2,1,1,0,0,"BB","Groups","A","Transient-Party",110,0
"City Hotel",0,7,2017,"May",20,15,1,1,1,0,0,"BB","Groups","A","Transient-Party",110,0
"City Hotel",0,123,2017,"May",20,15,1,2,3,0,0,"BB","Online TA","D","Transient",199.8,1
"City Hotel",0,99,2017,"May",19,13,2,3,2,0,0,"BB","Online TA","A","Transient",140.4,1
"City Hotel",0,103,2017,"May",20,16,0,2,3,0,0,"BB","Online TA","D","Transient",189,0
"City Hotel",0,69,2017,"May",19,10,2,7,2,0,0,"BB","Online TA","E","Transient",186,3
"City Hotel",0,167,2017,"May",20,18,0,1,2,0,0,"BB","Online TA","A","Transient",118.8,2
"City Hotel",0,9,2017,"May",20,18,0,1,2,0,0,"BB","Online TA","D","Transient",136,1
"City Hotel",0,91,2017,"May",20,18,0,2,2,0,0,"SC","Online TA","A","Transient",86.63,0
"City Hotel",0,103,2017,"May",20,19,0,1,2,0,0,"BB","Online TA","A","Transient",144,2
"City Hotel",0,91,2017,"May",20,18,0,2,2,0,0,"SC","Online TA","A","Transient",86.63,0
"City Hotel",0,12,2017,"May",20,20,0,1,2,0,0,"SC","Online TA","A","Transient",112,1
"City Hotel",0,105,2017,"May",20,18,0,3,2,0,0,"BB","Online TA","D","Transient",144,2
"City Hotel",0,105,2017,"May",20,18,0,3,1,0,0,"BB","Online TA","D","Transient",144,2
"City Hotel",0,9,2017,"May",20,19,1,2,2,0,0,"SC","Online TA","A","Transient",140,3
"City Hotel",0,12,2017,"May",20,20,1,1,2,0,0,"BB","Online TA","D","Transient",170,1
"City Hotel",0,19,2017,"May",21,22,1,0,1,0,0,"BB","Online TA","A","Transient",140,2
"City Hotel",0,20,2017,"May",21,22,1,0,2,0,0,"SC","Online TA","A","Transient",130,1
"City Hotel",0,59,2017,"May",20,20,2,1,2,0,0,"SC","Online TA","A","Transient",144,1
"City Hotel",0,21,2017,"May",21,22,1,1,2,0,0,"BB","Online TA","A","Transient",140,2
"City Hotel",0,11,2017,"May",21,21,2,1,2,0,0,"BB","Direct","A","Transient",120,0
"City Hotel",0,11,2017,"May",21,21,2,1,2,0,0,"BB","Direct","A","Transient",120,0
"City Hotel",0,20,2017,"May",21,21,2,1,2,0,0,"SC","Online TA","A","Transient",130,1
"City Hotel",0,57,2017,"May",21,23,0,1,2,0,0,"BB","Offline TA/TO","A","Transient",89.1,0
"City Hotel",0,18,2017,"May",21,23,0,1,2,0,0,"BB","Online TA","D","Transient",114,1
"City Hotel",0,33,2017,"May",21,22,1,2,2,0,0,"SC","Online TA","A","Transient",160,1
"City Hotel",0,13,2017,"May",21,24,0,1,3,0,0,"BB","Direct","D","Transient",205,2
"City Hotel",0,31,2017,"May",21,22,1,2,1,0,0,"BB","Online TA","D","Transient",144.4,1
"City Hotel",0,90,2017,"May",21,21,2,2,2,0,0,"SC","Online TA","A","Transient",119.25,1
"City Hotel",0,28,2017,"May",21,24,0,2,2,0,0,"SC","Online TA","A","Transient",160,0
"City Hotel",0,112,2017,"May",21,26,0,1,2,0,0,"SC","Online TA","A","Transient",126,0
"City Hotel",0,112,2017,"May",21,26,0,1,2,0,0,"SC","Online TA","A","Transient",126,0
"City Hotel",0,112,2017,"May",21,26,0,1,2,0,0,"SC","Online TA","A","Transient",126,0
"City Hotel",0,14,2017,"May",21,26,0,1,2,0,0,"SC","Online TA","A","Transient",160,3
"City Hotel",0,1,2017,"May",21,26,0,1,2,0,0,"SC","Online TA","A","Transient",106.28,0
"City Hotel",0,97,2017,"May",22,28,1,0,2,0,0,"SC","Online TA","A","Transient",140,2
"City Hotel",0,183,2017,"May",22,28,2,0,2,0,0,"BB","Online TA","D","Transient",139.5,1
"City Hotel",0,183,2017,"May",22,28,2,0,2,0,0,"BB","Online TA","D","Transient-Party",139.5,1
"City Hotel",0,183,2017,"May",22,28,2,0,2,0,0,"BB","Online TA","D","Transient",139.5,1
"City Hotel",0,183,2017,"May",22,28,2,0,2,0,0,"BB","Online TA","D","Transient",139.5,1
"City Hotel",0,183,2017,"May",22,28,2,0,2,0,0,"BB","Online TA","A","Transient",108,1
"City Hotel",0,183,2017,"May",22,28,2,0,2,0,0,"BB","Online TA","D","Transient",139.5,1
"City Hotel",0,183,2017,"May",22,28,2,0,2,0,0,"BB","Online TA","A","Transient",108,1
"City Hotel",0,183,2017,"May",22,28,2,0,2,0,0,"BB","Online TA","D","Transient",139.5,1
